year,district,crop,season,area,production
2011,Thirunelveli,Rice,Kharif,132.34,486.03
2011,Thirunelveli,Rice,Kharif,51.55,387.59
2011,Thirunelveli,Black Gram,Kharif,85.17,450.16
2011,Thirunelveli,Black Gram,Kharif,102.42,552.04
2012,Thirunelveli,Rice,Kharif,66.59,398.6
2012,Thirunelveli,Rice,Kharif,56.78,501.52
2012,Thirunelveli,Black Gram,Kharif,140.86,522.78
2012,Thirunelveli,Black Gram,Kharif,105.01,495.36
2013,Thirunelveli,Rice,Kharif,168.77,571.19
2013,Thirunelveli,Rice,Kharif,148.33,464.24
2013,Thirunelveli,Black Gram,Kharif,102,306.16
2013,Thirunelveli,Black Gram,Kharif,105.82,401.76
2014,Thirunelveli,Rice,Kharif,97.03,304.91
2014,Thirunelveli,Rice,Kharif,66.88,499.11
2014,Thirunelveli,Black Gram,Kharif,114.96,417.43
2014,Thirunelveli,Black Gram,Kharif,107.91,422.9
2015,Thirunelveli,Rice,Kharif,148.23,608.57
2015,Thirunelveli,Rice,Kharif,99.99,584.39
2015,Thirunelveli,Black Gram,Kharif,105.99,550.27
2015,Thirunelveli,Black Gram,Kharif,164.84,294.49
2016,Thirunelveli,Rice,Kharif,131.51,357.74
2016,Thirunelveli,Rice,Kharif,158.16,568.6
2016,Thirunelveli,Black Gram,Kharif,168.82,290.65
2016,Thirunelveli,Black Gram,Kharif,50.88,377.96
2017,Thirunelveli,Rice,Kharif,104.79,446.36
2017,Thirunelveli,Rice,Kharif,123.3,364.57
2017,Thirunelveli,Black Gram,Kharif,89.48,449.26
2017,Thirunelveli,Black Gram,Kharif,124.66,455.48
2018,Thirunelveli,Rice,Kharif,162.6,396.43
2018,Thirunelveli,Rice,Kharif,128.44,567.51
2018,Thirunelveli,Black Gram,Kharif,159.07,460.19
2018,Thirunelveli,Black Gram,Kharif,160.14,544.45
2019,Thirunelveli,Rice,Kharif,85.4,491.8
2019,Thirunelveli,Rice,Kharif,128.56,428.81
2019,Thirunelveli,Black Gram,Kharif,49.66,481.11
2019,Thirunelveli,Black Gram,Kharif,123.12,329.12
2020,Thirunelveli,Rice,Kharif,145.88,287.74
2020,Thirunelveli,Rice,Kharif,85.36,537.68
2020,Thirunelveli,Black Gram,Kharif,111.51,350.07
2020,Thirunelveli,Black Gram,Kharif,140.84,314.72
2021,Thirunelveli,Rice,Kharif,110.29,406.83
2021,Thirunelveli,Rice,Kharif,140.54,573.44
2021,Thirunelveli,Black Gram,Kharif,54.5,292.46
2021,Thirunelveli,Black Gram,Kharif,160.2,544.16
2022,Trichy,Groundnut,Rabi,205.64,680.27
2022,Trichy,Groundnut,Rabi,256.93,739.36
2022,Trichy,Bengal Gram,Rabi,102.99,786.35
2022,Trichy,Bengal Gram,Rabi,140.24,590.04
2022,Trichy,Groundnut,Rabi,163.18,666.52
2022,Trichy,Groundnut,Rabi,206.27,771.13
2022,Trichy,Bengal Gram,Rabi,135.3,564.79
2022,Trichy,Bengal Gram,Rabi,97.79,655.52
2022,Kanchipuram,Groundnut,Kharif,187.23,392.5
2022,Kanchipuram,Groundnut,Kharif,227.25,277.35
2022,Kanchipuram,Bengal Gram,Kharif,319.18,550.28
2022,Kanchipuram,Bengal Gram,Kharif,323.87,468.53
2022,Kanchipuram,Groundnut,Kharif,360.84,428.92
2022,Kanchipuram,Groundnut,Kharif,320.43,576.92
2022,Kanchipuram,Bengal Gram,Kharif,308.25,415.9
2022,Kanchipuram,Bengal Gram,Kharif,322.46,421.79
2022,Thirunelveli,Groundnut,Kharif,128.91,361.62
2022,Thirunelveli,Groundnut,Kharif,70.94,185.91
2022,Thirunelveli,Bengal Gram,Kharif,56.54,196.03
2022,Thirunelveli,Bengal Gram,Kharif,164.41,331.88
2022,Thirunelveli,Groundnut,Kharif,93.55,262.35
2022,Thirunelveli,Groundnut,Kharif,54.45,297.61
2022,Thirunelveli,Bengal Gram,Kharif,58.05,241.26
2022,Thirunelveli,Bengal Gram,Kharif,118.6,291.83
2022,Salem,Groundnut,Rabi,140.86,495.62
2022,Salem,Groundnut,Rabi,131.59,549.58
2022,Salem,Bengal Gram,Rabi,128.35,552.33
2022,Salem,Bengal Gram,Rabi,105.29,444.36
2022,Salem,Groundnut,Rabi,55.42,511.61
2022,Salem,Groundnut,Rabi,98.55,505.82
2022,Salem,Bengal Gram,Rabi,65.87,480.13
2022,Salem,Bengal Gram,Rabi,142.25,368.98
2022,Trichy,Groundnut,Kharif,223.61,400.44
2022,Trichy,Groundnut,Kharif,154.99,363.7
2022,Trichy,Bengal Gram,Kharif,268.42,397.61
2022,Trichy,Bengal Gram,Kharif,209.52,386.01
2022,Trichy,Groundnut,Kharif,230.97,327
2022,Trichy,Groundnut,Kharif,145.59,243.02
2022,Trichy,Bengal Gram,Kharif,252.4,368.69
2022,Trichy,Bengal Gram,Kharif,158.46,361.5
2022,Salem,Groundnut,Kharif,111.51,163.27
2022,Salem,Groundnut,Kharif,42.43,124.66
2022,Salem,Bengal Gram,Kharif,90.28,182.01
2022,Salem,Bengal Gram,Kharif,124.88,120.46
2022,Salem,Groundnut,Kharif,124.65,210.6
2022,Salem,Groundnut,Kharif,97.3,108.28
2022,Salem,Bengal Gram,Kharif,137.44,156.52
2022,Salem,Bengal Gram,Kharif,66.32,143.84
2022,Coimbatore,Groundnut,Kharif,64.6,211.18
2022,Coimbatore,Groundnut,Kharif,81.94,189.06
2022,Coimbatore,Bengal Gram,Kharif,96.17,215.02
2022,Coimbatore,Bengal Gram,Kharif,103.84,209.47
2022,Coimbatore,Groundnut,Kharif,112.08,195.68
2022,Coimbatore,Groundnut,Kharif,66.9,150.71
2022,Coimbatore,Bengal Gram,Kharif,93.83,165.13
2022,Coimbatore,Bengal Gram,Kharif,125.82,148.57
2022,Coimbatore,Groundnut,Rabi,55.49,382.13
2022,Coimbatore,Groundnut,Rabi,133.69,417.23
2022,Coimbatore,Bengal Gram,Rabi,91.05,320.88
2022,Coimbatore,Bengal Gram,Rabi,67.48,382.6
2022,Coimbatore,Groundnut,Rabi,106.29,317.3
2022,Coimbatore,Groundnut,Rabi,123.17,315.38
2022,Coimbatore,Bengal Gram,Rabi,48.78,283.19
2022,Coimbatore,Bengal Gram,Rabi,96.75,291.21
2022,Thanjavur,Groundnut,Rabi,476.75,932.56
2022,Thanjavur,Groundnut,Rabi,429.07,1186.09
2022,Thanjavur,Bengal Gram,Rabi,571.41,796.97
2022,Thanjavur,Bengal Gram,Rabi,589.48,754
2022,Thanjavur,Groundnut,Rabi,430.18,980.97
2022,Thanjavur,Groundnut,Rabi,545.61,1306.79
2022,Thanjavur,Bengal Gram,Rabi,574.44,849.99
2022,Thanjavur,Bengal Gram,Rabi,587.19,1244.37
2022,Thirunelveli,Groundnut,Rabi,73.31,544.15
2022,Thirunelveli,Groundnut,Rabi,118.11,551.85
2022,Thirunelveli,Bengal Gram,Rabi,83.59,529.76
2022,Thirunelveli,Bengal Gram,Rabi,167.71,541.99
2022,Thirunelveli,Groundnut,Rabi,91.95,553.61
2022,Thirunelveli,Groundnut,Rabi,84.51,430.09
2022,Thirunelveli,Bengal Gram,Rabi,70.01,586.19
2022,Thirunelveli,Bengal Gram,Rabi,159.41,455.41
2022,Thanjavur,Groundnut,Kharif,208.07,204.19
2022,Thanjavur,Groundnut,Kharif,358.74,218.9
2022,Thanjavur,Bengal Gram,Kharif,359.19,153.83
2022,Thanjavur,Bengal Gram,Kharif,196.43,133.63
2022,Thanjavur,Groundnut,Kharif,303.41,315.81
2022,Thanjavur,Groundnut,Kharif,176.74,180.75
2022,Thanjavur,Bengal Gram,Kharif,160.86,126.3
2022,Thanjavur,Bengal Gram,Kharif,309.98,169.29
2022,Kanchipuram,Groundnut,Rabi,356.26,699.26
2022,Kanchipuram,Groundnut,Rabi,257.55,879.34
2022,Kanchipuram,Bengal Gram,Rabi,185.55,711.66
2022,Kanchipuram,Bengal Gram,Rabi,298.81,520.76
2022,Kanchipuram,Groundnut,Rabi,158.33,627.95
2022,Kanchipuram,Groundnut,Rabi,266.85,926.17
2022,Kanchipuram,Bengal Gram,Rabi,344.85,897.35
2022,Kanchipuram,Bengal Gram,Rabi,209.1,915.38
2022,Coimbatore,Rice,Rabi,97.83,211.84
2022,Coimbatore,Rice,Rabi,52.74,126.9
2022,Coimbatore,Black Gram,Rabi,127.58,200.34
2022,Coimbatore,Black Gram,Rabi,133.46,127.06
2022,Coimbatore,Rice,Rabi,122.54,193.89
2022,Coimbatore,Rice,Rabi,98.83,180.23
2022,Coimbatore,Black Gram,Rabi,51.52,139.43
2022,Coimbatore,Black Gram,Rabi,62.13,181.41
2022,Thirunelveli,Rice,Rabi,165.53,391.53
2022,Thirunelveli,Rice,Rabi,124.44,319.86
2022,Thirunelveli,Black Gram,Rabi,148.14,307.64
2022,Thirunelveli,Black Gram,Rabi,66.44,350.68
2022,Thirunelveli,Rice,Rabi,137.42,296.43
2022,Thirunelveli,Rice,Rabi,152.34,402.73
2022,Thirunelveli,Black Gram,Rabi,67.12,355.29
2022,Thirunelveli,Black Gram,Rabi,158.44,394.98
2022,Thanjavur,Rice,Rabi,382.68,715.94
2022,Thanjavur,Rice,Rabi,491.23,764.56
2022,Thanjavur,Black Gram,Rabi,583.24,770
2022,Thanjavur,Black Gram,Rabi,480.87,554.96
2022,Thanjavur,Rice,Rabi,462.07,792.88
2022,Thanjavur,Rice,Rabi,600.45,567.14
2022,Thanjavur,Black Gram,Rabi,445.96,555.16
2022,Thanjavur,Black Gram,Rabi,524.06,759.84
2022,Trichy,Rice,Kharif,86.82,645
2022,Trichy,Rice,Kharif,169.25,337.91
2022,Trichy,Black Gram,Kharif,206.65,746.28
2022,Trichy,Black Gram,Kharif,127.62,346.55
2022,Trichy,Rice,Kharif,146.26,740.49
2022,Trichy,Rice,Kharif,159.68,545.58
2022,Trichy,Black Gram,Kharif,191.14,752.18
2022,Trichy,Black Gram,Kharif,136.14,459.78
2022,Kanchipuram,Rice,Rabi,186.59,644.82
2022,Kanchipuram,Rice,Rabi,245.24,608.66
2022,Kanchipuram,Black Gram,Rabi,191.56,667.04
2022,Kanchipuram,Black Gram,Rabi,320.97,570.96
2022,Kanchipuram,Rice,Rabi,199.25,539.05
2022,Kanchipuram,Rice,Rabi,191,684.45
2022,Kanchipuram,Black Gram,Rabi,215.58,609.41
2022,Kanchipuram,Black Gram,Rabi,294.38,622.08
2022,Kanchipuram,Rice,Kharif,350.12,819.05
2022,Kanchipuram,Rice,Kharif,166.36,647.35
2022,Kanchipuram,Black Gram,Kharif,300.17,755.26
2022,Kanchipuram,Black Gram,Kharif,167.8,830.5
2022,Kanchipuram,Rice,Kharif,240.52,563.18
2022,Kanchipuram,Rice,Kharif,360.38,703.25
2022,Kanchipuram,Black Gram,Kharif,186.25,589.37
2022,Kanchipuram,Black Gram,Kharif,253.57,927.31
2022,Coimbatore,Rice,Kharif,47.71,326.32
2022,Coimbatore,Rice,Kharif,86.31,365.11
2022,Coimbatore,Black Gram,Kharif,62.97,240.28
2022,Coimbatore,Black Gram,Kharif,65.86,297.37
2022,Coimbatore,Rice,Kharif,101.74,411.06
2022,Coimbatore,Rice,Kharif,54.75,250.82
2022,Coimbatore,Black Gram,Kharif,80.01,305.53
2022,Coimbatore,Black Gram,Kharif,84.83,424.64
2022,Salem,Rice,Rabi,105.04,526.8
2022,Salem,Rice,Kharif,110.22,457.51
2022,Salem,Rice,Rabi,146.06,655.49
2022,Salem,Rice,Kharif,44.35,577.09
2022,Salem,Black Gram,Rabi,113.99,624.97
2022,Salem,Black Gram,Kharif,80.82,399.37
2022,Salem,Black Gram,Rabi,61.91,275.33
2022,Salem,Black Gram,Kharif,144.67,696.43
2022,Salem,Rice,Rabi,74.87,579.99
2022,Salem,Rice,Kharif,108.58,430.21
2022,Salem,Rice,Rabi,94.18,226.2
2022,Salem,Rice,Kharif,81.48,321.16
2022,Salem,Black Gram,Rabi,39.19,495.82
2022,Salem,Black Gram,Kharif,127.35,365.49
2022,Salem,Black Gram,Rabi,139.96,471.75
2022,Salem,Black Gram,Kharif,65.19,750.74
2022,Trichy,Rice,Rabi,257.7,308.59
2022,Trichy,Rice,Rabi,186.47,689.08
2022,Trichy,Black Gram,Rabi,212.27,308.05
2022,Trichy,Black Gram,Rabi,238.56,588.77
2022,Trichy,Rice,Rabi,153.97,650.29
2022,Trichy,Rice,Rabi,248.37,408.54
2022,Trichy,Black Gram,Rabi,113.02,285.01
2022,Trichy,Black Gram,Rabi,155.44,488.83
2022,Thanjavur,Rice,Kharif,541.29,995.89
2022,Thanjavur,Rice,Kharif,488.4,1220.45
2022,Thanjavur,Black Gram,Kharif,514.84,1323.24
2022,Thanjavur,Black Gram,Kharif,574.52,1277.47
2022,Thanjavur,Rice,Kharif,536.33,1047.47
2022,Thanjavur,Rice,Kharif,591.23,1219.46
2022,Thanjavur,Black Gram,Kharif,526.37,986.81
2022,Thanjavur,Black Gram,Kharif,647.5,1330.04
2022,Thirunelveli,Rice,Kharif,123.62,356.95
2022,Thirunelveli,Rice,Kharif,154.79,495.06
2022,Thirunelveli,Black Gram,Kharif,64.72,489.72
2022,Thirunelveli,Black Gram,Kharif,54.52,555.85
2022,Thirunelveli,Rice,Kharif,104.79,446.36
2022,Thirunelveli,Rice,Kharif,123.3,364.57
2022,Thirunelveli,Black Gram,Kharif,89.48,449.26
2022,Thirunelveli,Black Gram,Kharif,124.66,455.48
2023,Trichy,Groundnut,Rabi,182.85,736.49
2023,Trichy,Groundnut,Rabi,141.87,627.19
2023,Trichy,Bengal Gram,Rabi,136.41,736.67
2023,Trichy,Bengal Gram,Rabi,126.07,654.17
2023,Trichy,Groundnut,Rabi,254.01,609.93
2023,Trichy,Groundnut,Rabi,139.09,754.79
2023,Trichy,Bengal Gram,Rabi,259.12,714.4
2023,Trichy,Bengal Gram,Rabi,122.71,684.89
2023,Kanchipuram,Groundnut,Kharif,331.2,529.63
2023,Kanchipuram,Groundnut,Kharif,300.02,287.62
2023,Kanchipuram,Bengal Gram,Kharif,238.66,268.63
2023,Kanchipuram,Bengal Gram,Kharif,188.48,330.44
2023,Kanchipuram,Groundnut,Kharif,181.24,481.75
2023,Kanchipuram,Groundnut,Kharif,206.32,388.66
2023,Kanchipuram,Bengal Gram,Kharif,279.58,370.4
2023,Kanchipuram,Bengal Gram,Kharif,302.37,234.26
2023,Thirunelveli,Groundnut,Kharif,100.89,186.51
2023,Thirunelveli,Groundnut,Kharif,153.07,350.11
2023,Thirunelveli,Bengal Gram,Kharif,152.56,329.37
2023,Thirunelveli,Bengal Gram,Kharif,63.51,229.47
2023,Thirunelveli,Groundnut,Kharif,104.89,191.13
2023,Thirunelveli,Groundnut,Kharif,109,272.34
2023,Thirunelveli,Bengal Gram,Kharif,161.13,306.61
2023,Thirunelveli,Bengal Gram,Kharif,99.67,217.76
2023,Salem,Groundnut,Rabi,48.48,434.76
2023,Salem,Groundnut,Rabi,53.86,492.34
2023,Salem,Bengal Gram,Rabi,79.15,414.21
2023,Salem,Bengal Gram,Rabi,141.18,431.29
2023,Salem,Groundnut,Rabi,134.12,429.16
2023,Salem,Groundnut,Rabi,57,481.67
2023,Salem,Bengal Gram,Rabi,97.51,511.03
2023,Salem,Bengal Gram,Rabi,51.44,488.56
2023,Trichy,Groundnut,Kharif,257.93,340.42
2023,Trichy,Groundnut,Kharif,104.25,297.94
2023,Trichy,Bengal Gram,Kharif,185.66,431
2023,Trichy,Bengal Gram,Kharif,211.97,383.44
2023,Trichy,Groundnut,Kharif,254.1,256.58
2023,Trichy,Groundnut,Kharif,112.26,301.72
2023,Trichy,Bengal Gram,Kharif,206.85,316.26
2023,Trichy,Bengal Gram,Kharif,149.19,258.01
2023,Salem,Groundnut,Kharif,44.81,162.48
2023,Salem,Groundnut,Kharif,43.32,143.09
2023,Salem,Bengal Gram,Kharif,108.38,194.55
2023,Salem,Bengal Gram,Kharif,113.45,131.88
2023,Salem,Groundnut,Kharif,124.16,252.95
2023,Salem,Groundnut,Kharif,115.42,265.62
2023,Salem,Bengal Gram,Kharif,71.93,184.16
2023,Salem,Bengal Gram,Kharif,133.43,261.34
2023,Coimbatore,Groundnut,Kharif,47.01,191.59
2023,Coimbatore,Groundnut,Kharif,49.16,191.17
2023,Coimbatore,Bengal Gram,Kharif,57.53,177.76
2023,Coimbatore,Bengal Gram,Kharif,117.09,143.77
2023,Coimbatore,Groundnut,Kharif,54.49,159.92
2023,Coimbatore,Groundnut,Kharif,102,165.13
2023,Coimbatore,Bengal Gram,Kharif,94.25,185.03
2023,Coimbatore,Bengal Gram,Kharif,105.18,177.65
2023,Coimbatore,Groundnut,Rabi,77.38,288.67
2023,Coimbatore,Groundnut,Rabi,53.62,291.49
2023,Coimbatore,Bengal Gram,Rabi,106.58,364.95
2023,Coimbatore,Bengal Gram,Rabi,49.97,351.68
2023,Coimbatore,Groundnut,Rabi,72.79,338.84
2023,Coimbatore,Groundnut,Rabi,94.08,264.1
2023,Coimbatore,Bengal Gram,Rabi,107.58,409.47
2023,Coimbatore,Bengal Gram,Rabi,79.75,289.42
2023,Thanjavur,Groundnut,Rabi,470.26,1209.83
2023,Thanjavur,Groundnut,Rabi,617.7,1258.99
2023,Thanjavur,Bengal Gram,Rabi,637.08,998.98
2023,Thanjavur,Bengal Gram,Rabi,642.46,1140.65
2023,Thanjavur,Groundnut,Rabi,615.12,1100.87
2023,Thanjavur,Groundnut,Rabi,457.31,862.11
2023,Thanjavur,Bengal Gram,Rabi,480.81,1207.61
2023,Thanjavur,Bengal Gram,Rabi,467,993.38
2023,Thirunelveli,Groundnut,Rabi,97.43,592.42
2023,Thirunelveli,Groundnut,Rabi,65.46,579.37
2023,Thirunelveli,Bengal Gram,Rabi,82.5,598.76
2023,Thirunelveli,Bengal Gram,Rabi,137.33,463.18
2023,Thirunelveli,Groundnut,Rabi,96.29,532.55
2023,Thirunelveli,Groundnut,Rabi,150.21,462.8
2023,Thirunelveli,Bengal Gram,Rabi,115.16,479.02
2023,Thirunelveli,Bengal Gram,Rabi,103.65,425.9
2023,Thanjavur,Groundnut,Kharif,192.46,353.97
2023,Thanjavur,Groundnut,Kharif,319.28,219.41
2023,Thanjavur,Bengal Gram,Kharif,253.07,159.18
2023,Thanjavur,Bengal Gram,Kharif,341.72,348.01
2023,Thanjavur,Groundnut,Kharif,189.65,362.21
2023,Thanjavur,Groundnut,Kharif,201.31,314.36
2023,Thanjavur,Bengal Gram,Kharif,209.13,132.34
2023,Thanjavur,Bengal Gram,Kharif,338.16,157.75
2023,Kanchipuram,Groundnut,Rabi,258.58,989.7
2023,Kanchipuram,Groundnut,Rabi,304.55,816.61
2023,Kanchipuram,Bengal Gram,Rabi,273.27,522.15
2023,Kanchipuram,Bengal Gram,Rabi,364.04,752.84
2023,Kanchipuram,Groundnut,Rabi,325.97,519.41
2023,Kanchipuram,Groundnut,Rabi,332.67,944.69
2023,Kanchipuram,Bengal Gram,Rabi,286.7,723.09
2023,Kanchipuram,Bengal Gram,Rabi,165.47,961.59
2023,Coimbatore,Rice,Rabi,103.16,198.45
2023,Coimbatore,Rice,Rabi,89.24,224.38
2023,Coimbatore,Black Gram,Rabi,87.41,180.56
2023,Coimbatore,Black Gram,Rabi,97.25,180.02
2023,Coimbatore,Rice,Rabi,65.03,200.2
2023,Coimbatore,Rice,Rabi,90.26,213.6
2023,Coimbatore,Black Gram,Rabi,55.55,201.42
2023,Coimbatore,Black Gram,Rabi,114.45,214.11
2023,Thirunelveli,Rice,Rabi,102.53,331.61
2023,Thirunelveli,Rice,Rabi,136.27,348.3
2023,Thirunelveli,Black Gram,Rabi,110.03,329.18
2023,Thirunelveli,Black Gram,Rabi,89.66,376.38
2023,Thirunelveli,Rice,Rabi,123.96,346.94
2023,Thirunelveli,Rice,Rabi,93.82,391.9
2023,Thirunelveli,Black Gram,Rabi,55.09,371.41
2023,Thirunelveli,Black Gram,Rabi,106.58,285.76
2023,Thanjavur,Rice,Rabi,401.22,562.32
2023,Thanjavur,Rice,Rabi,507.83,702.53
2023,Thanjavur,Black Gram,Rabi,437.65,789.24
2023,Thanjavur,Black Gram,Rabi,426.42,768.56
2023,Thanjavur,Rice,Rabi,417.37,711.31
2023,Thanjavur,Rice,Rabi,589.11,713.33
2023,Thanjavur,Black Gram,Rabi,610.96,759.54
2023,Thanjavur,Black Gram,Rabi,422.42,589.07
2023,Trichy,Rice,Kharif,160.47,696.82
2023,Trichy,Rice,Kharif,154.81,768
2023,Trichy,Black Gram,Kharif,173.38,488.59
2023,Trichy,Black Gram,Kharif,104.53,379.1
2023,Trichy,Rice,Kharif,235.85,343.1
2023,Trichy,Rice,Kharif,103.09,300.91
2023,Trichy,Black Gram,Kharif,210.19,258.51
2023,Trichy,Black Gram,Kharif,246.73,226.32
2023,Kanchipuram,Rice,Rabi,204.51,546.37
2023,Kanchipuram,Rice,Rabi,217.21,617.68
2023,Kanchipuram,Black Gram,Rabi,294.68,602.02
2023,Kanchipuram,Black Gram,Rabi,207.01,534.39
2023,Kanchipuram,Rice,Rabi,247.82,680.68
2023,Kanchipuram,Rice,Rabi,173.28,656
2023,Kanchipuram,Black Gram,Rabi,243.08,569.99
2023,Kanchipuram,Black Gram,Rabi,203.04,622.13
2023,Kanchipuram,Rice,Kharif,299.24,513.68
2023,Kanchipuram,Rice,Kharif,254.13,678.89
2023,Kanchipuram,Black Gram,Kharif,332.23,468.48
2023,Kanchipuram,Black Gram,Kharif,164.46,840.53
2023,Kanchipuram,Rice,Kharif,271.14,550.68
2023,Kanchipuram,Rice,Kharif,322.44,904.33
2023,Kanchipuram,Black Gram,Kharif,289.62,793.15
2023,Kanchipuram,Black Gram,Kharif,251.59,857.02
2023,Coimbatore,Rice,Kharif,115.07,223.52
2023,Coimbatore,Rice,Kharif,65.22,390.2
2023,Coimbatore,Black Gram,Kharif,57.67,347.5
2023,Coimbatore,Black Gram,Kharif,92.31,232.94
2023,Coimbatore,Rice,Kharif,64.4,259.27
2023,Coimbatore,Rice,Kharif,74.62,264.44
2023,Coimbatore,Black Gram,Kharif,107.28,256.34
2023,Coimbatore,Black Gram,Kharif,50.72,342.71
2023,Salem,Rice,Rabi,80.64,275.74
2023,Salem,Rice,Kharif,139.98,717.19
2023,Salem,Rice,Rabi,146.54,729.57
2023,Salem,Rice,Kharif,47.13,769.35
2023,Salem,Black Gram,Rabi,73.97,646.2
2023,Salem,Black Gram,Kharif,59.75,320.28
2023,Salem,Black Gram,Rabi,84.84,786.97
2023,Salem,Black Gram,Kharif,52.17,258.09
2023,Salem,Rice,Rabi,110.94,643.36
2023,Salem,Rice,Kharif,43.12,506.06
2023,Salem,Rice,Rabi,61.77,713.43
2023,Salem,Rice,Kharif,146.52,714.86
2023,Salem,Black Gram,Rabi,137.38,708.51
2023,Salem,Black Gram,Kharif,115.98,643.11
2023,Salem,Black Gram,Rabi,58.44,667.92
2023,Salem,Black Gram,Kharif,62.38,599.31
2023,Trichy,Rice,Rabi,223.89,603.9
2023,Trichy,Rice,Rabi,113.14,559.58
2023,Trichy,Black Gram,Rabi,120.4,787.29
2023,Trichy,Black Gram,Rabi,86.14,250.5
2023,Trichy,Rice,Rabi,195.03,563.89
2023,Trichy,Rice,Rabi,210.17,706.97
2023,Trichy,Black Gram,Rabi,140.34,307.96
2023,Trichy,Black Gram,Rabi,104.23,525.06
2023,Thanjavur,Rice,Kharif,389.54,1404.01
2023,Thanjavur,Rice,Kharif,636.02,1346.47
2023,Thanjavur,Black Gram,Kharif,486.7,777.25
2023,Thanjavur,Black Gram,Kharif,623.06,694.32
2023,Thanjavur,Rice,Kharif,429.57,1291
2023,Thanjavur,Rice,Kharif,536.9,761.88
2023,Thanjavur,Black Gram,Kharif,381.54,1014.98
2023,Thanjavur,Black Gram,Kharif,653.41,765.44
2023,Thirunelveli,Rice,Kharif,79.64,516.03
2023,Thirunelveli,Rice,Kharif,54.96,349.37
2023,Thirunelveli,Black Gram,Kharif,160.02,404.92
2023,Thirunelveli,Black Gram,Kharif,64.27,304.14
2023,Thirunelveli,Rice,Kharif,132.34,486.03
2023,Thirunelveli,Rice,Kharif,51.55,387.59
2023,Thirunelveli,Black Gram,Kharif,85.17,450.16
2023,Thirunelveli,Black Gram,Kharif,102.42,552.04
